username,post_date,caption,like_count,comment_count,media_type,hashtags,post_url
__zzabu,2025-12-20 07:12:21+00:00,"경주 블루탱호.
출조 기록.
대삼치 터지고 알방어.~
다음엔 완도....?? ♥︎",-1,3,Sidecar,[],https://www.instagram.com/p/DSefgqvAUci/
__zzabu,2024-11-11 04:44:36+00:00,가을🍁🍂기록,-1,18,Sidecar,[],https://www.instagram.com/p/DCN9dFWB5zN/
__zzabu,2025-12-17 17:36:47+00:00,곧 5살 꾸꾸야 사랑해 ♥︎♥︎,-1,2,Video,[],https://www.instagram.com/p/DSX4j1ggZmO/
__zzabu,2025-12-28 05:49:51+00:00,"#시츄에이션#시츄#멍스타그램#시그니처바이
@shihtzuation_official @signatureby_korea 
우리꾸꾸 시츄에이션에서 새해 선물에 당첨되쏘요♥︎♥︎! 언니가 채팅열심히 했을뿐인데 우리꾸꾸가 선물을 받아왔네요♥︎♥︎
시그니처바이 제품은 언제나 기대되고 믿음가득이에요!! 사실 처음먹어본건 아니고 펫페어에서 언니가 사와서 먹어본적이 있는 꾸꾸랍니댜!!
새해 선물은 
 프로바이오틱스♥︎
분말 형태 5개 그리고 간식처럼 줄 수 있는 츄어블 타입!♥︎
2파우치에요.
아이들 영양제 오메가3랑 유산균은 필수에요 !일반 유산균보다
항생제나 위산 등에 강해 장 건강을 개선하는 데 더 도움이 된다고 해요.

타히보 파우치 간식인데요!

항산화 물질인 타히보가 가득 담겨 있는 제품으로 아이들 활력도
증진시켜주고 면역력도 높여줄 수 있다고 해요! 

꾸꾸는 내년에 5살되는 시츄에요
꾸꾸 처음데려오고 시츄에이션에 들어간지 3년이 지나 4년차가 되는데
시츄를 건강하게 잘키우고싶다면 꼭 들어오며서 정보많이 얻어가셨으면 좋겠어요~♥︎♥︎!!!!사실 시츄에이션 들어가기전에는 우리 노견 짜부도 벌써 15살이 되지만.. 아무것도 모르고 키웟던 바보 견주 였네요 ㅠㅠ 미아네
우리꾸꾸는 시츄에이션 도움을 받아 
건강하고 맛있는 밥먹으면서 오래오래 언니랑 살아갈거에요♥︎
매년 시츄가 백마리씩모이는 모임도하고
크리스마스파티도 하고 전국에 있는 이쁘고 사랑스러운 시츄들을 볼수있어요♥︎♥︎",-1,3,Sidecar,"['시츄에이션', '시츄', '멍스타그램', '시그니처바이']",https://www.instagram.com/p/DSy8bdPAVlJ/
katarinao0,2025-07-10 13:35:39+00:00,강원도 힘들때마다 놀러와서 마음을 정돈시킨다,1,0,Sidecar,[],https://www.instagram.com/p/DL7dzbiyNcw/
katarinao0,2025-07-09 13:23:00+00:00,즐거운 여름방학 . 올해의 목표는 절반 달성했다. 가끔은 쉼표있는 삶이 있도록하자,0,0,Sidecar,[],https://www.instagram.com/p/DL43j6wyK4t/
katarinao0,2025-07-11 11:18:42+00:00,LP듣는 카페에서 멍 때리다 딤섬으로 마무리하는날,1,0,Sidecar,[],https://www.instagram.com/p/DL9y7Rqydqo/
katarinao0,2025-07-12 12:17:14+00:00,젠틀몬스터 구경하고 뷔페 조지기,5,0,Sidecar,[],https://www.instagram.com/p/DMAeazBylNE/
katarinao0,2026-01-03 15:22:02+00:00,새해도 힘차게! ♥️,2,0,Image,[],https://www.instagram.com/p/DTDarcuD4_5/
leune_arm_strong,2026-01-03 23:41:01+00:00,"2026년 새해 첫 VMK동반주
올해도 무털하게 달리기실 기원합니다🙏

#vmk시각장애인동반주 #vmk시각장애인마라톤 #vmk빛나눔 #2026년 #남산",22,0,Video,"['vmk시각장애인동반주', 'vmk시각장애인마라톤', 'vmk빛나눔', '2026년', '남산']",https://www.instagram.com/p/DTETl-_E8Qv/
leune_arm_strong,2025-12-28 13:06:19+00:00,"용산 장교숙소런
장교숙소에서 잠수교 까지
로좌 덕에 좋은 날씨에 점심과 음료도 얻어 먹고
잘 달리고 왔다
신세를 진거 같아 다음에도 또 가야 할거 같다😁
좋은 자리 마련해 주셔서 감사합니다
Thanks to @guide_run_ko 

#가이드런프로젝트#시걱장애인동반주#용산장교숙소#러닝",27,0,Video,"['가이드런프로젝트', '시걱장애인동반주', '용산장교숙소', '러닝']",https://www.instagram.com/p/DSztrYpgdWp/
leune_arm_strong,2026-01-05 13:08:11+00:00,"2026년 1월4일 일  20.26km
펀런은 역시 함께 하는게 잼있좌~~

주연이 누나는 나땜시 20.26km 채우고
다리는 괜찮으려나 ㅋㅋ

이날 양말또 사망 ~ 어차피 소모품이니 긍정~~

폴형은 괄약근 괜찮으려나 ㅋㅋ
으르신 괄약근 조심하좌~~

영상 @byunstar84 
괄약근 제공 @runnerpaul777

#20.26km#펀런#휴먼레이스#왕마교#괄약근",26,6,Video,"['20.26km', '펀런', '휴먼레이스', '왕마교', '괄약근']",https://www.instagram.com/p/DTIUbl3gb8Y/
leune_arm_strong,2025-12-27 05:55:44+00:00,"VmK 하지영 군과 함께~ 오랜만에 만나 동반주
추워서  그런지 러너분들이 많이 안나왔다
그래도 오늘은 나름 뛸만한~

올만에 신도림 돈까스는 맛있다🤣

#vmk시각장애인동반주 #vmk시각장애인마라톤 #남산
#북측순환로 #러닝",28,4,Video,"['vmk시각장애인동반주', 'vmk시각장애인마라톤', '남산', '북측순환로', '러닝']",https://www.instagram.com/p/DSwX2XbAa7y/
leune_arm_strong,2026-01-01 00:41:44+00:00,"2025년 뜻깊은 한해를 보낸거 같다
다들 부상없이 100세까지 롱런 하좌~ 뭐든 ~ ㅋ

시계를 교체 하고 데이타를 날려 묵어서
2025년 5월부터 12월까지 2850km
월평균 356km나 뛰어네 ㅋㅋ 올해는 300내외로 가보좌~

첫날부터 넘 춥뇌~ 나가야 하놔?음~ 🥶

#2025년굿바이#2026년#낼모레면50이뇌#허허#ㅠㅠ",26,6,Video,"['2025년굿바이', '2026년', '낼모레면50이뇌', '허허', 'ㅠㅠ']",https://www.instagram.com/p/DS8r2MCE2SR/
takochips1136,2025-12-10 16:23:16+00:00,"나비언니님이 만들어주신 타코칩스 크리스마스 에디션~ 굿즈!! 참 이쁘다~ 학생들이 너무 이쁘다고 자기한테 팔아달라고;; ^^ 

두달만 있으면 타코칩스 운영한지 8년!

기념해서 나비언니님을 통해 제작한
굿즈! 참 감사하고 소중한 인스타인연이다
감사합니다! 메리크리스마스~~ 
굿즈 제작은 나비언니님께~ 문의주세요!!
@nabiunnine_goodstore 
@nabiunnine_goodstore 

#나비언니 #나비언니네 #나비언니네잡화점 #크리스마스 #굿즈 #타코칩스",13,3,Video,"['나비언니', '나비언니네', '나비언니네잡화점', '크리스마스', '굿즈', '타코칩스']",https://www.instagram.com/p/DSFuio8jE3E/
takochips1136,2026-01-01 05:06:19+00:00,"★정원식품 메추리알 장조림 60알★

특제 간장 소스: 대기업에서도 러브콜을 보낼 만큼 감칠맛이 뛰어난 정원식품만의 비법 간장을 사용!! 짜지 않고 적당히 달콤 짭조름해 남은 국물에 밥을 비벼 먹기 딱 좋네요^^

4무(無) 원칙: 건강을 고려하여 아스파탐, 말티톨액, D-솔비톨, 카라멜색소를 첨가하지 않아 안심~^^

보관 및 편의성: 멸균 처리된 실온 보관 제품이 많아 여행, 캠핑, 비상용 반찬으로 활용~ 캠핑족들 참고하시길...

tip. 청양고추 2개 정도 썰어넣어 다시 살짝 볶아 주면 밥도둑이 따로 없는걸?? 대박
부드럽고 매일 후라이 하기 귀찮은데.. 단백질은 간단한 정원식품 메추리알 장조림이 편리~!! 밥한끼에 20알 먹었음 ㅋㅋ

독거인들에게 적극 추천함^^ 건강까지 챙길수 있음~

가격대비 알수가 많아서 가성비 반찬으로 적극 추천합니다!!! @jungwon_food 

#정원식품 #가성비반찬 #단백질 #메추리알 #장조림 #반찬추천 #메추리알장조림",8,1,Sidecar,"['정원식품', '가성비반찬', '단백질', '메추리알', '장조림', '반찬추천', '메추리알장조림']",https://www.instagram.com/p/DS9KoJQAaOl/
takochips1136,2025-12-20 05:29:36+00:00,"@koreanwildginseng.official by @get_regrammer
[EVENT] 총 10분께 쏩니다!
삼꿀삼꿀 리그램 이벤트 📢

자연의 시간으로 자란 7년근 산양산삼, 이제 꿀과 함께 달콤하게 즐겨보세요.
다온을 사랑해 주시는 분들을 위해 준비한 크리스마스 리그램 이벤트! ❄️
지금 바로 참여하고 프리미엄 건강 디저트를 체험해 보세요.

✅ 참여 기간: 12월 5일(금) ~ 12월 21일(일)
✅ 당첨 인원: 10명
✅ 경품: 삼꿀삼꿀 1ea (정가 상당의 본품)

[참여 방법]
STEP 1. 다온 공식 계정(@koreanwildginseng.official) 팔로우
STEP 2. 해당 게시물 리그램 (게시물 캡쳐 후 업로드도 OK!)
STEP 3. 댓글에 ""참여 완료"" 남기기
- 비공개 계정은 확인이 어려워 당첨에서 제외될 수 있습니다.
- 당첨자는 12/21(일) 22시에 발표됩니다.

많은 참여 부탁드립니다! 🙌
@koreanwildginseng.official

#리그램이벤트 #이벤트 #다온 #삼꿀삼꿀 #산양산삼 #7년근 #꿀삼 #건강디저트 #K디저트 #면역력 #건강스타그램 #크리스마스이벤트 #크리스마스선물 #연말선물 #부모님선물 #선물추천 #이벤트그램 #체험단모집",3,0,Image,"['리그램이벤트', '이벤트', '다온', '삼꿀삼꿀', '산양산삼', '7년근', '꿀삼', '건강디저트', 'K디저트', '면역력', '건강스타그램', '크리스마스이벤트', '크리스마스선물', '연말선물', '부모님선물', '선물추천', '이벤트그램', '체험단모집']",https://www.instagram.com/p/DSeTwKCgQyF/
takochips1136,2025-12-15 10:48:39+00:00,"올해 먹은 귤 중에 최고!  제주노지 감굴이라서 그런지
시중에 파는 감귤에 비해 넘 싱싱하고 감칠맛까지
느껴지는건 뭐지?  새콤달콤에 적당한 신맛이 느껴져서
자꾸 손이간다  #영이농원 의 특별한 농법으로 재배한 감귤
더늦기 전에 고고씽!

울 아부지께서도 맛있는지 한번에 3개 까드신다^^
지금이 조생귤을 먹을수 있는 적기! 서둘러!

네이버스토어:영이농원
@youngs_jeju_farm

#제주감귤 #영이농원 #조생귤 #밀감 #제주밀감",14,1,Sidecar,"['영이농원', '제주감귤', '조생귤', '밀감', '제주밀감']",https://www.instagram.com/p/DSSASffgR1t/
takochips1136,2026-01-04 08:20:56+00:00,"★클로베이 르마틴 샴푸★

""처음에는 디자인이 예뻐서 욕실 인테리어용으로 생각했다가 지금은 제 인생 템 됐습니다. ㅎㅎ '르 마틴'이라는 이름답게 아침에 샤워할 때 향기가 은은하게 퍼지는데, 이게 일반적인 한방 탈모 샴푸 향이 아니라 세련된 니치 향수 같은 느낌이라 감을 때마다 힐링 돼요.

제가 원래 환절기만 되면 머리 밑이 화끈거리고 각질이 일어나서 고민이었거든요? 근데 이 제품 쓰고 나서부터는 각질 부각되는 게 거의 없어졌어요. 확실히 두피 스트레스를 잡아준다는 말이 맞는 것 같아요. 머리 말릴 때 보면 뿌리 볼륨도 전보다 좀 더 탄탄하게 살아나는 느낌이라 거울 볼 때마다 만족스럽네요. 가격대가 좀 있는 편인가 싶었는데 써보고 나니 이 정도 퀄리티면 충분히 투자할 가치가 있다고 봅니다. 고민 중이신 분들 시간 낭비 말고 얼른 써보세요!"" 

특히 탈모인들!! 집중!!!~ 인생샴푸 등장입니다~ 40대 넘어가면 필수템이지 않을까 싶네요^^
@clovei_ 

#클로베이 #탈모샵푸 #중년샴푸 #르마틴샴푸 #고급샴푸 #탈모인 #탈모",6,1,Sidecar,"['클로베이', '탈모샵푸', '중년샴푸', '르마틴샴푸', '고급샴푸', '탈모인', '탈모']",https://www.instagram.com/p/DTFPSF4AQ9t/
k_gitae49,2025-12-22 06:39:05+00:00,"#마라닉TV 
#동천자전거길 
#동지
#밀양마라톤 

바람이 불지않아 뛸만했던 날~

날이좋아 길게~~

오늘도 화이팅!

#UBT",17,0,Sidecar,"['마라닉TV', '동천자전거길', '동지', '밀양마라톤', 'UBT']",https://www.instagram.com/p/DSjlS0FEtaB/
k_gitae49,2025-12-10 05:20:50+00:00,"#마라닉TV 
#2026밀양마라톤

12월 3번째 달리기~

오늘도 화이팅!",12,1,Sidecar,"['마라닉TV', '2026밀양마라톤']",https://www.instagram.com/p/DSEizLpEpjc/
k_gitae49,2025-12-11 05:20:18+00:00,"#마라닉TV 
#밀양마라톤
#동천서로

오늘도 뛰었다
잘했다~잘했다~잘~했다^^

좋은하루 화이팅!",12,0,Sidecar,"['마라닉TV', '밀양마라톤', '동천서로']",https://www.instagram.com/p/DSHHiKSEins/
k_gitae49,2025-12-17 22:38:12+00:00,"#마라닉TV 
#밀양마라톤 
#동천서로
#80분주

12월 화이팅!

니가 젤 좋아하는거에 집중~

#UBT",17,0,Sidecar,"['마라닉TV', '밀양마라톤', '동천서로', '80분주', 'UBT']",https://www.instagram.com/p/DSYbFIkknac/
k_gitae49,2026-01-06 05:29:54+00:00,"#마라닉TV 
#밀양마라톤 
#트레드밀

추워서 나가기 싫은날은 
실내에서~~

2026년도 꾸준히 화이팅!

새해 복 받으시고
항상 건강하세요~~",9,0,Sidecar,"['마라닉TV', '밀양마라톤', '트레드밀']",https://www.instagram.com/p/DTKFTKJktDT/
majaegyeong8,2025-12-29 12:11:18+00:00,#로이킴 #jadaumm #연말콘서트 #몇기야 #25년잘마무리하자,6,0,Sidecar,"['로이킴', 'jadaumm', '연말콘서트', '몇기야', '25년잘마무리하자']",https://www.instagram.com/p/DS2M4L3gaaX/
majaegyeong8,2025-12-23 14:23:06+00:00,#샨티캐리커쳐 #김광석거리 #내코는무슨죄 #너의이마는항상빛이나,12,0,Sidecar,"['샨티캐리커쳐', '김광석거리', '내코는무슨죄', '너의이마는항상빛이나']",https://www.instagram.com/p/DSm_MMHAW1u/
majaegyeong8,2025-07-05 15:00:00+00:00,#품절남 #품절녀 #행복하자 #감사합니다,24,0,Sidecar,"['품절남', '품절녀', '행복하자', '감사합니다']",https://www.instagram.com/p/DLuve43pvCi/
majaegyeong8,2025-12-26 14:24:10+00:00,#알미뜽 #한증막♨️,14,0,Sidecar,"['알미뜽', '한증막♨️']",https://www.instagram.com/p/DSutsqxAWcy/
majaegyeong8,2026-01-02 15:25:29+00:00,#일출 #2026년도잘부탁해❤️ #붉은말의해 #건강하고행복하자❤️ #소원아이루어져라,11,0,Sidecar,"['일출', '2026년도잘부탁해❤️', '붉은말의해', '건강하고행복하자❤️', '소원아이루어져라']",https://www.instagram.com/p/DTA2R6igSSd/
roun2ee,2025-12-21 11:44:05+00:00,"#스튜디오촬영제공

로운이 샘플 촬영 원본 📸
오프화이트 톤에 부드러운 표정까지,
지금 이 시기의 로운이를 그대로 담아온 하루 🤍

가만히 서 있어도, 모자 만지작해도
컷마다 귀여움이 업데이트되는 중… 🥹

낯설어해서 로운이 맞춤 아기 동요도 틀어주시고,
세심한 배려 덕분에 편안했던 촬영 🤍
예쁜 기록 남겨주셔서 감사합니다 ✨
(엄마랑아빠랑 찍은건 마음속에 저장🌟)

#육남매필름
💌 ᵀᴴᴬᴺᴷˢ ᵀᴼ @6bsfilm_studio 

#청주사진관 #청주스튜디오 #아기스튜디오 #아기촬영
#베이비촬영 #아기프로필 #아기사진 #감성사진 #아기모델
#육아일상 #육아기록 #육아소통 #육아맘 #육아스타그램",-1,20,Sidecar,"['스튜디오촬영제공', '육남매필름', '청주사진관', '청주스튜디오', '아기스튜디오', '아기촬영', '베이비촬영', '아기프로필', '아기사진', '감성사진', '아기모델', '육아일상', '육아기록', '육아소통', '육아맘', '육아스타그램']",https://www.instagram.com/p/DShjZzUj6Vx/
roun2ee,2025-12-27 23:09:39+00:00,"🧑‍🧑‍🧒

#2025 , 로운이네 📸
일년동안 하루하루쌓인
소중한 시간들 ✨ 

+ #하기스 와함께🫶🏻
#하트너1기 #하기스아빠체험단 #하기스어린이집체험단 

@huggies_korea",-1,12,Sidecar,"['2025', '하기스', '하트너1기', '하기스아빠체험단', '하기스어린이집체험단']",https://www.instagram.com/p/DSyOoPqE10e/
roun2ee,2024-10-10 08:52:59+00:00,"#임산부의날 10.10

작년 뾰롱이(현 이로운)시절 기록해보기📝

1-3 로운이(뾰롱이) 품고 한복만삭 사진 찍기💕
4-5 남편퇴근시간 맞춰서 현관문 #임밍아웃 이벤트🥹
6 둘이(?)셋이 보낸 뾰롱이 #태교여행 
7 넘 감동이엇던 날👶🏻🎂
8 열심히 기록해둔 주수 초음파 다이어리❣️
9 #입체초음파 보고 언넝 세상밖으로 나왔으면 했던,,
10 세상밖으로 나온 현 이로운👶🏻🖤

사랑해 내아가 로운이👶🏻
#하기스 #HUGGIES #임산부의날하기스",-1,52,Sidecar,"['임산부의날', '임밍아웃', '태교여행', '입체초음파', '하기스', 'HUGGIES', '임산부의날하기스']",https://www.instagram.com/p/DA8AcPKzUI4/
roun2ee,2026-01-06 07:29:36+00:00,"D+701 💚👶🏻🐶🐾☺️🥰😭🥺

1-3 등원사진 셀카로 찍는거 보여달라구 하는 쪼꼬미🫶🏻
4 엄마가 바라보는 로우니👶🏻 + 임모가 사준 기요미옷💚🐶
5 안가! 시러! ㅜㅜㅋㅋㅋㅋㅋ#등원거부  어떡하쥬...
6 알림장 여자친구랑 잘지내니 보기조아🫶🏻
7-14 잘지낼꺼면서힌 #슬기로운어린이집생활",-1,2,Sidecar,"['등원거부', '슬기로운어린이집생활']",https://www.instagram.com/p/DTKS_7Mj0mm/
roun2ee,2026-01-06 00:16:41+00:00,"#협찬 

🧴큐어베이비 수딩 선 로션 & 핸드워시

햇빛 아래에서도,
하루에도 몇 번씩 하는 손 씻기에도
아기 피부는 늘 부드럽게🤍

☀️수딩 선 로션
끈적임 없이 촉촉하게 스며들어
야외활동 많은 날에도 부담 없이 데일리로✨

🫧 핸드워시
거품이 부드러워
아기가 직접 손 씻어도 안심되는 사용감 🙌
씻고 나서도 당김 없이 촉촉해요

스스로 손 씻는 모습까지
하루하루 자라는 이 순간이 더 소중해지는 시간 🥹🤍

💌 ᵀᴴᴬᴺᴷˢ ᵀᴼ @qurebaby_official 

#큐어베이비 #큐어베이비선로션 #큐어베이비핸드워시 #아기선로션 #유아선로션 #아기핸드워시 #저자극스킨케어 #아기피부케어 #데일리스킨케어 #아기손씻기 #육아일상 #육아템추천",-1,2,Sidecar,"['협찬', '큐어베이비', '큐어베이비선로션', '큐어베이비핸드워시', '아기선로션', '유아선로션', '아기핸드워시', '저자극스킨케어', '아기피부케어', '데일리스킨케어', '아기손씻기', '육아일상', '육아템추천']",https://www.instagram.com/p/DTJhdLuE0iY/
kyounga0575,2025-12-07 11:56:30+00:00,,4,1,Image,[],https://www.instagram.com/p/DR9hshyEjp3/
kyounga0575,2025-12-07 11:59:49+00:00,,5,0,Image,[],https://www.instagram.com/p/DR9iEvqEs0-/
kyounga0575,2025-12-07 11:59:11+00:00,,5,1,Image,[],https://www.instagram.com/p/DR9iAHbEpaI/
kyounga0575,2025-12-07 11:58:28+00:00,,5,1,Image,[],https://www.instagram.com/p/DR9h65ikn1i/
kyounga0575,2025-12-07 11:33:21+00:00,,6,1,Video,[],https://www.instagram.com/p/DR9fCd9kqMI/
1800__g,2025-12-25 00:18:46+00:00,"#메리크리스마스
.
.
아이가 산타를 믿게 된 이유,
부모의 작은 노력으로 아이의 믿음에 확신(?)을 주게 됐어요.
만드는 과정이 궁금하신가요?

🎅 산타 영상&사진 만드는법
1️⃣ 사진을 다양하게 촬영하기 (거실, 선물, 아이 자는 모습, 편지 등등)
2️⃣ 챗GPT 또는 제미나이에 1️⃣번 사진과 프롬프트 넣기 -> ai사진 다운
3️⃣ Grok 어플 다운 -> 상상하기 탭 -> 사진에 애니매이션 효과 주기 -> GPT 또는 제미나이에서 나온 ai사진 넣기 -> 영상 다운

👉🏻 Grok 무료니까 결제하지마세요! 해보면 진짜 쉬워요! 5분도 안되는 시간, 아이들의 예쁜 동심을 채워줄 수 있겠죠!보여주면 정말 좋아할거에요!
.
.
#크리스마스 #산타 #AI산타 #선물",9,1,Video,"['메리크리스마스', '크리스마스', '산타', 'AI산타', '선물']",https://www.instagram.com/p/DSqoGNZkogH/
1800__g,2025-12-31 11:32:24+00:00,"#2025년안녕
.
.
2025년아,
고생 많았다. 나도.

계획은 늘 야심찼고
실행은 늘 다음 주였지만,
어쨌든 살아남았다면 된 거지.

2026년엔
큰 욕심은 안 부리고
건강하고
깜빡 하는거 줄이고
웃을 일 좀 많았으면 좋겠다.

올해도 무사히 잘 부탁한다 🙌

새해 복 많이 받으세요!
.
.
#2025수고했어 #2026잘지내보자 #새해인사 #상륙함",10,0,Video,"['2025년안녕', '2025수고했어', '2026잘지내보자', '새해인사', '상륙함']",https://www.instagram.com/p/DS7RqkSERsF/
1800__g,2025-12-17 13:20:34+00:00,"@huggies_korea
.
.
아들은 거실 한가운데서
누가 시킨 것도 아닌데 춤을 춘다.
음악도 없는데 박자를 타고,
발은 바쁘고 표정은 진지하다.

“이제 자야지?”

나는 소파에 앉아
이게 각성인지, 마지막 불꽃인지
헷갈리면서 보고 있다.

곧 잠들겠지 싶다가도
이 에너지가 어디서 나오는지 신기해서
괜히 웃음이 난다.

오늘도 이렇게
아들은 하루를 끝까지 써먹고 있다..
.
.
#낮잠패스 #각성타임 #아빠는관객 
#아들모먼트 #하기스",15,0,Video,"['낮잠패스', '각성타임', '아빠는관객', '아들모먼트', '하기스']",https://www.instagram.com/p/DSXZQMckQkJ/
1800__g,2025-12-15 08:55:36+00:00,"#첫눈❄️
.
.
아이와 경상도에서 눈 맞는 방법,
사실… 아무나 아는 건 아니에요.

매년 첫눈 기다리다 끝나는 게 아니라,
아이 손잡고
눈 맞게 해주는 방법이 있어요 ❄️

여기가 궁금하다면
댓글에 “첫눈” 남겨주세요.
디엠으로 알려드릴게요 😉
.
.
#경상도여행 #아이와여행 #가족여행 #육아일상 #아빠육아 #겨울여행 #한국잡월드 #크리스마스트리 #한국잡월드트리",14,0,Sidecar,"['첫눈❄️', '경상도여행', '아이와여행', '가족여행', '육아일상', '아빠육아', '겨울여행', '한국잡월드', '크리스마스트리', '한국잡월드트리']",https://www.instagram.com/p/DSRzWlxEdYS/
1800__g,2026-01-01 09:28:50+00:00,"@oozy.coffee_official 
.
.
아들 등원시키고 평일 오전에 아내와 들른 우지커피 ☕️
조용해서 브런치 먹기 딱 좋은 타이밍이었다 🙂

화이트롤슈는 비주얼부터 깔끔.
달지 않고 고소한 향이 먼저 올라오고 한 입 먹자마자 시원한 크림이 사르르 사라지는 타입 🍰
치폴레 소금빵도그는 부드러운 소금빵 향이 확 퍼지고,
뒤에 살짝 매콤한 치폴레 향이 따라와서 든든한 브런치 메뉴로 좋았다 🌭
버터갈릭 감자튀김은 냄새부터 게임 끝.
겉바속촉에 고소함 위주라 손이 멈추질 않는 메뉴 🍟
전체적으로 자극적이지 않고
향–식감–맛 균형이 좋아서 평일 브런치로 만족 😊

겨울엔 어디 안나가고 카페 가는게 맘 편하다..
.
.
#우지커피 #겨울간식 #우지커피신메뉴 #협찬 #평일브런치",8,0,Sidecar,"['우지커피', '겨울간식', '우지커피신메뉴', '협찬', '평일브런치']",https://www.instagram.com/p/DS9oqx_kqGD/
ji.ltt,2024-02-17 01:40:18+00:00,"가끔은 은호가 새벽 3시에 일어나서 눈이 똘망똘망해서 안잘꺼 같아서 그냥 데리고 나오는 날 
난 영혼이 없고 
우리 은호는 유령이 되어 행복~ 

#아빠와아들 #울애기 #행복 #❤️",-1,4,Video,"['아빠와아들', '울애기', '행복', '❤️']",https://www.instagram.com/p/C3bi7sVBPD0/
ji.ltt,2025-03-08 04:39:39+00:00,"요즘 은호의 최애 노래 [ APT. 🎵 ] 

#apt #5살 #아들 #🎵 #♥",-1,9,Sidecar,"['apt', '5살', '아들', '🎵', '♥']",https://www.instagram.com/p/DG7N5KlvyTc/
ji.ltt,2025-11-17 13:17:59+00:00,"첫 하동 여행에서 @byeock_seon_deul 에서 보낸 최고의 힐링 여행 ~ 🚗 
월컴 티부터 사장님이 직접 시설 안내 해주시는 친절함까지 너무 좋았어요
숙소는 사진처럼 너무 이쁘고
석식 / 조식 모두 제공해주시니 너무 맛있고 편했습니다.
숙소에서 여행에 피로를 모두 풀고 에너지 100%!! 충전해서 다음날 출발했습니다.

하동에 여행 오면 재방문 하고 싶네용 강추 !! 

#하동여행 #하동숙소 #자쿠지 #수영장 #숙소추천 #감성숙소 #별 #단풍 #산책 #힐링",16,0,Sidecar,"['하동여행', '하동숙소', '자쿠지', '수영장', '숙소추천', '감성숙소', '별', '단풍', '산책', '힐링']",https://www.instagram.com/p/DRKLHxRD-ZT/
ji.ltt,2024-04-25 14:22:26+00:00,"헬로카봇 마니아는 오늘도 노래를 불러요 🤖 ❤️ 

#헬로카봇 #🤖 #❤️",103,6,Video,"['헬로카봇', '🤖', '❤️']",https://www.instagram.com/p/C6MAfKWpA6R/
ji.ltt,2024-01-20 13:15:30+00:00,"2024년 생일 기념 셀프사진관 
아빠와 아들
좋은 추억
좋은 경험

#36개월 #셀프사진관 #아빠와아들 #❤️",-1,0,Sidecar,"['36개월', '셀프사진관', '아빠와아들', '❤️']",https://www.instagram.com/p/C2Usn98LJzm/
janght86,2025-12-28 04:44:43+00:00,#ENERGY100K챌린지 #메가빨라질라스트,1,0,Image,"['ENERGY100K챌린지', '메가빨라질라스트']",https://www.instagram.com/p/DSy0-a-kRHo/
janght86,2025-12-20 04:19:00+00:00,"#가민크리스마스 #가민 #가민워치

올겨울 러닝도 감 말고 가민으로",1,0,Sidecar,"['가민크리스마스', '가민', '가민워치']",https://www.instagram.com/p/DSeLrGIkTIl/
janght86,2025-12-21 07:32:15+00:00,#온유어마크 #adidas #onyourmark #xmasoym,3,0,Image,"['온유어마크', 'adidas', 'onyourmark', 'xmasoym']",https://www.instagram.com/p/DShGlTwgHIv/
janght86,2026-01-01 12:35:49+00:00,"#happynewyear 🏃

2026년에는
10KM pb 가보자

-#아디다스 #온유어마크 #onyourmark #OMG2026",2,1,Image,"['happynewyear', '아디다스', '온유어마크', 'onyourmark', 'OMG2026']",https://www.instagram.com/p/DS9-EYQEYRT/
janght86,2025-12-21 07:36:24+00:00,#ENERGY100K챌린지 #메가빨라질라스트,3,1,Image,"['ENERGY100K챌린지', '메가빨라질라스트']",https://www.instagram.com/p/DShHDwGgDd9/
hello_my_youth_,2026-01-03 15:43:53+00:00,"#광고 #체험단 #네오스랩 #빵리뷰

네오스랩 리퀴드 인핸서 펩타이드 ✨
@neoslab_official 

피부 영양을 탄탄하게 채워주는 세럼인 네오스랩 리퀴드 인핸서 펩타이드 ✨를 체험단으로 사용해 봤어요 💛 네오스랩 리퀴드 인핸서 펩타이드는 흔들리는 피부 코어를 바로잡고 탄력 케어에 효과적인 원료를 배합하여 복합적인 피부 고민을 해결하는 데 도움을 준다고 해요 🫶🏻

네오스랩 리퀴드 인핸서 펩타이드는 쫀쫀하고 점도 높은 세럼 제형으로 묽은 제형이 아니라서 피부에 흘러내리지 않아서 바르기 편했어요 💛 그리고 피부에 바르자마자 피부 속건조를 잡아주면서 깊고 진한 보습감을 피부에 전달해 줘요 🫶🏻 제가 사용했던 세럼 중에서 가장 쫀득했는데 마무리감이 산뜻해서 정말 놀라웠어요! 😲 밤에 바르고 일어나도 아침에 피부가 쫀쫀하고 광이 나요 💛

네오스랩 리퀴드 인핸서 펩타이드는 식약처 주름 기능성 고시 성분인 아데노신과 풍부한 영양을 지닌 아세틸헥사펩타이드-8 성분이 함유되어 건강하고 탄탄한 피부로 가꿔준다고 해요 ☺️ 그리고 각기 다른 특성을 지닌 8가지 히알루론산이 함유되어 수분을 차곡차곡 쌓아 촉촉한 피부로 케어해줘요 💛",43,2,Sidecar,"['광고', '체험단', '네오스랩', '빵리뷰']",https://www.instagram.com/p/DTDdLiQEtu3/
